Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
LOS ANGELES INTL,B-727,,1992-10-08,UNITED AIRLINES,California,Landing Roll,Small,Mourning dove,Day,0,0,0,135.0
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,2000-08-05,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Mourning dove,Day,0,0,0,110.0
CHICAGO MIDWAY INTL ARPT,BA-31 JETSTR,,1994-08-02,UNKNOWN,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,B-757-200,,1993-04-14,AMERICAN AIRLINES,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,132.0
HOUSTON-HOBBY,B-737-200,,1995-10-03,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
DALLAS/FORT WORTH INTL ARPT,B-737-300,,2001-03-05,FRONTIER AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0
WASHINGTON DULLES INTL ARPT,B-737-300,Substantial,1991-10-25,UNITED AIRLINES,DC,Landing Roll,Large,White-tailed deer,Night,0,0,0,
PORT COLUMBUS INTL,EMB-120,,1999-03-17,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
NASHVILLE INTL,B-727-200,,1991-04-25,AMERICAN AIRLINES,Tennessee,Take-off run,Small,American robin,Day,0,0,0,125.0
DALLAS/FORT WORTH INTL ARPT,MD-83,,2000-02-13,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,150.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-10-08,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,250.0
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,,1995-05-10,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,210.0
PHILADELPHIA INTL,B-737-400,,2000-09-20,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,145.0
KANSAS CITY INTL,B-737-300,,2001-08-27,SOUTHWEST AIRLINES,Missouri,Landing Roll,Small,Meadowlarks,Day,0,0,0,
INDIANAPOLIS INTL,B-727-200,,2000-05-16,FEDEX EXPRESS,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,200.0
CHICAGO O'HARE INTL ARPT,EMB-145,Minor,2001-03-24,AMERICAN EAGLE AIRLINES,Illinois,Approach,Small,Rock pigeon,Day,0,1952,1952,135.0
PORT COLUMBUS INTL,MD-80,,2000-01-11,TRANS WORLD AIRLINES,Ohio,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100.0
CHICAGO O'HARE INTL ARPT,B-737,Minor,1995-04-21,UNITED AIRLINES,Illinois,Take-off run,Medium,Mallard,Dusk,0,0,0,
WASHINGTON DULLES INTL ARPT,B-757-200,,1993-05-14,AMERICAN AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
MINNEAPOLIS-ST PAUL INTL,C-130E,,1992-08-26,MILITARY,Minnesota,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
CHARLESTON AFB/INTL ARPT,C-141B,,1998-09-17,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
PORTLAND INTL (OR),DHC8 DASH 8,,2001-06-13,HORIZON AIR,Oregon,Take-off run,Large,Great blue heron,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,B-757-200,,2000-06-07,UNITED AIRLINES,Illinois,Landing Roll,Small,Killdeer,Day,0,0,0,
MEMPHIS INTL,DC-10,,1998-10-20,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
LOUISVILLE INTL ARPT,B-757-200,,2001-07-20,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
PHILADELPHIA INTL,B-727,,1992-05-20,UPS AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
MEMPHIS INTL,DC-10-10,,2000-05-05,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
LIHUE ARPT,B-737,,1996-12-13,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100.0
PORTLAND INTL (OR),MD-80,,2001-06-05,TRANS WORLD AIRLINES,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,
LAGUARDIA NY,A-320,Medium,1998-06-08,AIR CANADA,New York,Climb,Large,Canada goose,Day,0,0,0,
INDIANAPOLIS INTL,B-737,,1994-08-13,US AIRWAYS*,Indiana,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
ATLANTA INTL,MD-88,,1998-08-11,DELTA AIR LINES,Georgia,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150.0
PORT COLUMBUS INTL,FOKKER F100,,1995-03-25,AMERICAN AIRLINES,Ohio,Approach,Large,Unknown bird - large,Night,0,0,0,
BALTIMORE WASH INTL,B-737-300,,1994-11-16,SOUTHWEST AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
EPPLEY AIRFIELD,B-757-200,,2001-10-10,UPS AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
CHARLESTON AFB/INTL ARPT,C-141B,,1993-08-15,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100.0
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,,1995-07-25,US AIRWAYS*,North Carolina,Climb,Medium,American crow,Day,0,0,0,170.0
LIHUE ARPT,B-737-200,,1995-12-22,ALOHA AIRLINES,Hawaii,Take-off run,Small,Unknown bird - small,Day,0,0,0,130.0
PHILADELPHIA INTL,B-737-200,,1996-06-11,US AIRWAYS*,Pennsylvania,Take-off run,Large,Canada goose,Day,0,0,0,80.0
DALLAS/FORT WORTH INTL ARPT,MD-88,,1993-12-19,DELTA AIR LINES,Texas,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,
NEWARK LIBERTY INTL ARPT,DC-10,,1993-09-20,UNITED AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
NEWARK LIBERTY INTL ARPT,MD-80,,1990-10-24,CONTINENTAL AIRLINES,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,160.0
SALT LAKE CITY INTL,CL-RJ100/200,,2001-06-03,SKYWEST AIRLINES,Utah,Climb,Medium,American crow,Night,0,0,0,170.0
CHARLESTON AFB/INTL ARPT,C-141,,1996-10-03,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,
RONALD REAGAN WASHINGTON NATL,B-727-200,Minor,1990-10-25,US AIRWAYS*,DC,Approach,Large,Unknown bird - large,Day,0,0,0,120.0
CHICAGO MIDWAY INTL ARPT,B-737-300,,1994-05-19,SOUTHWEST AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0
ATLANTA INTL,EMB-120,,2001-04-09,ATLANTIC SOUTHEAST,Georgia,Approach,Large,Unknown bird - large,Night,0,0,0,110.0
WASHINGTON DULLES INTL ARPT,B-727-200,Minor,2001-11-20,UNITED AIRLINES,DC,Climb,Large,Canada goose,Day,0,0,0,250.0
PORTLAND INTL (OR),FOKKER F28 MK 1000,,1996-08-12,HORIZON AIR,Oregon,Landing Roll,Small,American kestrel,Day,0,0,0,110.0
CHICAGO O'HARE INTL ARPT,FOKKER F100,Minor,1994-09-28,AMERICAN AIRLINES,Illinois,Climb,Medium,Red-tailed hawk,Day,0,0,0,140.0
CHICAGO O'HARE INTL ARPT,MD-80,,1991-12-11,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,
SAN ANTONIO INTL,B-737-200,Medium,1991-09-01,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,180.0
KANSAS CITY INTL,B-727-200,,1995-08-10,NORTHWEST AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Night,0,0,0,130.0
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,,1998-07-08,ATLANTIC COAST AIRLINES,DC,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
ORLANDO INTL,DHC8 DASH 8,,1997-06-03,PIEDMONT AIRLINES,Florida,Taxi,Small,Mourning dove,Day,0,0,0,
MEMPHIS INTL,B-727,,1991-07-29,NORTHWEST AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,
SAN ANTONIO INTL,B-727-200,,1997-09-24,FEDEX EXPRESS,Texas,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,160.0
HOUSTON-HOBBY,B-737-200,,1991-04-21,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
LAMBERT-ST LOUIS INTL,FOKKER F100,,1998-05-13,US AIRWAYS*,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
ATLANTA INTL,B-757-200,,1999-08-10,DELTA AIR LINES,Georgia,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
GEORGE BUSH INTERCONTINENTAL,ATR-42,,1990-12-20,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,110.0
WASHINGTON DULLES INTL ARPT,B-737-300,,1999-10-05,US AIRWAYS*,DC,Descent,Small,Unknown bird - small,Day,0,0,0,180.0
SACRAMENTO INTL,A-300,Substantial,1997-04-16,FEDEX EXPRESS,California,Approach,Large,Unknown bird - large,Dawn,0,95458,95458,
SAN FRANCISCO INTL ARPT,B-737-300,,1997-09-06,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,250.0
SAN ANTONIO INTL,B-737-300,,1994-08-26,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,250.0
NEWARK LIBERTY INTL ARPT,CL-RJ100/200,,2002-01-08,MESA AIRLINES,New Jersey,Landing Roll,Small,Unknown bird - small,Day,0,0,0,90.0
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1990-05-10,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,220.0
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1993-08-24,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,160.0
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,,2002-05-20,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
ATLANTIC CITY INTL,SHORTS 360,,1994-10-07,ALLEGHENYAIRLINES,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,
RONALD REAGAN WASHINGTON NATL,B-737-300,,1996-05-10,CONTINENTAL AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
DENVER INTL AIRPORT,BA-146-200,Minor,1998-01-10,AIR WISCONSIN AIRLINES,Colorado,Climb,Medium,Unknown bird - medium,Day,0,0,0,
AUSTIN-BERGSTROM INTL,B-737-300,,2000-05-01,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
SACRAMENTO INTL,B-737-300,,2002-01-04,SOUTHWEST AIRLINES,California,Climb,Large,Unknown bird - large,Night,0,0,0,170.0
BARKSDALE AIR FORCE BASE ARPT,KC-135,,1993-04-28,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-400,,2001-07-17,US AIRWAYS*,Florida,Approach,Medium,Unknown bird - medium,Day,0,0,0,170.0
SALT LAKE CITY INTL,CL-RJ100/200,,1998-03-09,SKYWEST AIRLINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,,1991-09-01,US AIRWAYS*,North Carolina,Landing Roll,Medium,Red-tailed hawk,Dusk,0,0,0,100.0
SACRAMENTO INTL,KC-135R,,1991-07-31,MILITARY,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,160.0
ORLANDO INTL,B-767,,1993-11-25,US AIRWAYS*,Florida,Landing Roll,Large,Unknown bird - large,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,B-727-200,Minor,1993-06-19,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,B-737-300,Minor,2000-02-17,ALASKA AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52G,,1992-08-13,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,0.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1994-09-09,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,
LAMBERT-ST LOUIS INTL,B-737-300,Substantial,1993-01-12,SOUTHWEST AIRLINES,Missouri,Approach,Large,Unknown bird - large,Night,0,0,0,135.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1993-10-22,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,250.0
JOHN F KENNEDY INTL,B-767-300,Medium,1998-04-04,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,,2001-09-10,COMAIR AIRLINES,Kentucky,Take-off run,Small,Killdeer,Day,0,0,0,105.0
DALLAS/FORT WORTH INTL ARPT,B-737,,1993-04-28,UNITED AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,1990-08-03,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,210.0
GREATER PITTSBURGH,MERLIN IV,,1993-10-04,CHAUTAUQUA AIRLINES,Pennsylvania,Landing Roll,Small,European starling,Dusk,0,0,0,100.0
CHICAGO O'HARE INTL ARPT,BA-146,,1997-04-20,AIR WISCONSIN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,210.0
KANSAS CITY INTL,C-421,,1991-08-29,BUSINESS,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,120.0
METRO OAKLAND INTL,B-737-300,,1992-02-23,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Night,0,0,0,210.0
BALTIMORE WASH INTL,C-152,,1993-08-01,PRIVATELY OWNED,Maryland,Climb,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,1997-01-02,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,C-130H,,2001-10-11,MILITARY,California,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
WILL ROGERS WORLD ARPT,B-727,,2002-06-27,GOVERNMENT,Oklahoma,Climb,Medium,Unknown bird - medium,Day,0,0,0,
INDIANAPOLIS INTL,B-737-300,,1991-09-20,US AIRWAYS*,Indiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
SAN FRANCISCO INTL ARPT,B-737-500,,2002-06-19,UNITED AIRLINES,California,Take-off run,Small,Rock pigeon,Day,0,0,0,140.0
NEW ORLEANS INTL,B-737-300,,2000-10-26,SOUTHWEST AIRLINES,Louisiana,Descent,Small,Unknown bird - small,Night,0,0,0,250.0
DALLAS/FORT WORTH INTL ARPT,B-727,,1994-07-01,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,250.0
GEORGE BUSH INTERCONTINENTAL,FOKKER F100,,2001-08-14,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
LAMBERT-ST LOUIS INTL,MD-82,,2001-08-04,TRANS WORLD AIRLINES,Missouri,Take-off run,Small,American kestrel,Day,0,0,0,110.0
LOS ANGELES INTL,A-320,,2000-11-01,AMERICA WEST AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
LOS ANGELES INTL,B-767-300,,1999-08-15,DELTA AIR LINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,142.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1990-08-06,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,122.0
SACRAMENTO INTL,B-737-300,,1997-04-04,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
CHARLESTON AFB/INTL ARPT,C-17A,,1998-12-04,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,130.0
CLEVELAND-HOPKINS INTL ARPT,EMB-120,,1998-09-16,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,180.0
HONOLULU INTL ARPT,EC-135,,1991-10-07,MILITARY,Hawaii,Approach,Medium,Unknown bird - medium,Day,0,0,0,145.0
LAMBERT-ST LOUIS INTL,FOKKER F100,,1999-04-24,US AIRWAYS*,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,143.0
NEWARK LIBERTY INTL ARPT,B-757-200,,1999-04-12,AMERICAN AIRLINES,New Jersey,Take-off run,Small,European starling,Day,0,0,0,144.0
PHILADELPHIA INTL,B-737-300,,2001-10-28,US AIRWAYS*,Pennsylvania,Descent,Small,Unknown bird - small,Night,0,0,0,
METRO OAKLAND INTL,DC-8-70,,1994-10-22,UPS AIRLINES,California,Descent,Medium,Unknown bird - medium,Dawn,0,0,0,250.0
MEMPHIS INTL,A-320,,1999-09-20,NORTHWEST AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,
PHOENIX SKY HARBOR,A-320,,1997-05-26,AMERICA WEST AIRLINES,Arizona,Approach,Large,Unknown bird - large,Night,0,0,0,140.0
GREATER PITTSBURGH,B-757-200,,1999-08-10,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
CHICAGO O'HARE INTL ARPT,B-727-200,,1992-05-16,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
LOGAN INTL,B-757-200,Medium,2001-09-10,DELTA AIR LINES,Massachusetts,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,135.0
BALTIMORE WASH INTL,MD-80,,1999-09-30,UNKNOWN,Maryland,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
MEMPHIS INTL,BA-31 JETSTR,Minor,1991-12-04,PINNACLE,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,160.0
MINETA SAN JOSE INTL,B-737-500,,1996-11-15,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
KANSAS CITY INTL,B-737-700,,1999-10-08,SOUTHWEST AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,DC-9,,1994-07-15,US AIRWAYS*,North Carolina,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1996-08-26,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,135.0
LAGUARDIA NY,B-727-200,,1996-06-16,DELTA AIR LINES,New York,Approach,Small,Rock pigeon,Day,0,0,0,130.0
JOHN F KENNEDY INTL,A-300,,1990-11-26,AMERICAN AIRLINES,New York,Take-off run,Small,Unknown bird - small,Day,0,0,0,125.0
NASHVILLE INTL,B-727-200,,1999-04-12,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
CHICAGO MIDWAY INTL ARPT,B-737-500,Medium,1996-06-02,SOUTHWEST AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,160.0
LOUISVILLE INTL ARPT,B-737-300,,1997-05-29,SOUTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1994-03-04,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,145.0
SAN ANTONIO INTL,MD-80,,2001-07-29,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
KANSAS CITY INTL,B-727-200,,1996-09-07,AMERICAN AIRLINES,Missouri,Climb,Medium,Unknown bird - medium,Day,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,SA227 AC METRO III,,1993-02-23,COMAIR AIRLINES,Florida,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,B-727-200,,1990-05-22,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
LOGAN INTL,B-737-200,,1998-04-30,DELTA AIR LINES,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,135.0
LIHUE ARPT,B-737-200,,1999-02-26,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100.0
DALLAS/FORT WORTH INTL ARPT,MD-82,,1997-04-05,AMERICAN AIRLINES,Texas,Climb,Large,Unknown bird - large,Night,0,0,0,250.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,Minor,2000-08-26,DELTA AIR LINES,Kentucky,Landing Roll,Large,Unknown bird - large,Day,22718,17373,40091,130.0
INDIANAPOLIS INTL,FOKKER F100,,1998-08-18,US AIRWAYS*,Indiana,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,130.0
SACRAMENTO INTL,MD-82,,2002-06-08,AMERICAN AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52G,,1991-04-24,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,155.0
LAMBERT-ST LOUIS INTL,B-737-300,,1990-05-31,SOUTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
ATLANTA INTL,BA-31 JETSTR,Substantial,2000-06-27,BUSINESS,Georgia,Landing Roll,Medium,Unknown bird - medium,Day,0,40091,40091,80.0
LOGAN INTL,SAAB-340,,2000-12-07,AMERICAN EAGLE AIRLINES,Massachusetts,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0
DENVER INTL AIRPORT,A-319,,2001-05-20,AIR CANADA,Colorado,Climb,Medium,Unknown bird - medium,Night,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,,2002-06-30,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
SACRAMENTO INTL,BE-90  KING,,2001-02-12,JAPAN AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,130.0
LAMBERT-ST LOUIS INTL,B-757-200,,2000-08-29,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
SALT LAKE CITY INTL,B-727-200,,2001-07-30,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Night,0,0,0,
ATLANTA INTL,B-727,,2000-07-19,UPS AIRLINES,Georgia,Climb,Small,Unknown bird - small,Dawn,0,0,0,200.0
NEW ORLEANS INTL,B-737-300,,2001-05-24,SOUTHWEST AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
DALLAS/FORT WORTH INTL ARPT,B-727,Minor,1991-01-02,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
LAMBERT-ST LOUIS INTL,DC-9,,1991-11-19,TRANS WORLD AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
SACRAMENTO INTL,CL-RJ700,,2001-11-08,HORIZON AIR,California,Climb,Small,Unknown bird - small,Day,0,0,0,178.0
RONALD REAGAN WASHINGTON NATL,MD-80,,1992-01-25,NORTHWEST AIRLINES,DC,Approach,Medium,Ring-billed gull,Day,0,0,0,125.0
BARKSDALE AIR FORCE BASE ARPT,KC-135,,1990-06-26,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,160.0
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-300,,1994-09-19,US AIRWAYS*,Florida,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1992-05-21,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,250.0
LOUISVILLE INTL ARPT,B-727,,2001-08-24,DELTA AIR LINES,Kentucky,Take-off run,Small,Mourning dove,Day,0,0,0,
LAGUARDIA NY,B-737-300,,1992-02-04,CONTINENTAL AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,135.0
RONALD REAGAN WASHINGTON NATL,B-757-200,,1992-06-05,AMERICAN AIRLINES,DC,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
EPPLEY AIRFIELD,B-737,,1997-07-05,SOUTHWEST AIRLINES,Nebraska,Approach,Small,European starling,Day,0,0,0,135.0
RONALD REAGAN WASHINGTON NATL,DC-9-30,Minor,1991-01-31,US AIRWAYS*,DC,Landing Roll,Small,Rock pigeon,Day,0,0,0,85.0
LAGUARDIA NY,BE-1900,Minor,1997-06-16,MESA AIRLINES,New York,Climb,Large,Unknown bird - large,Day,14463,14463,28926,125.0
SAN ANTONIO INTL,MD-80,,1991-12-24,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
SEATTLE-TACOMA INTL,DHC8 DASH 8,,2002-03-31,HORIZON AIR,Washington,Approach,Small,Unknown bird - small,Dawn,0,0,0,115.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1999-01-15,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,,1997-08-06,AIR CANADA,DC,Descent,Small,Unknown bird - small,Dawn,0,0,0,240.0
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,1999-06-20,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
JOHN F KENNEDY INTL,FOKKER F28 MK 1000,,1991-08-17,US AIRWAYS*,New York,Approach,Small,European starling,Day,0,0,0,135.0
GREATER PITTSBURGH,B-737-300,,1997-09-11,US AIRWAYS*,Pennsylvania,Take-off run,Small,Rock pigeon,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,2000-09-17,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Dawn,0,0,0,60.0
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,,1997-01-02,ATLANTIC COAST AIRLINES,DC,Approach,Small,European starling,Day,0,0,0,130.0
NASHVILLE INTL,MD-80,,1990-08-30,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,,2001-05-23,AMERICAN AIRLINES,Texas,Climb,Large,Unknown bird - large,Night,0,0,0,160.0
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1992-05-27,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,210.0
EPPLEY AIRFIELD,FOKKER F100,,1993-07-12,AMERICAN AIRLINES,Nebraska,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
